filename,RA,DEC,Lens,Unsure,Not_lens
00706_273.7457_10.6372_VariabilityMap_ri.png,273.7457,10.6372,0,0,1
00837_332.1922_35.3880_VariabilityMap_ri.png,332.1922,35.388,0,0,1
01619_338.9400_45.5506_VariabilityMap_ri.png,338.94,45.5506,0,0,1
00966_123.4864_10.5510_VariabilityMap_ri.png,123.4864,10.551,1,0,0
01109_97.9093_-12.6348_VariabilityMap_ri.png,97.9093,-12.6348,0,0,1
01271_275.7232_6.0597_VariabilityMap_ri.png,275.7232,6.0597,0,0,1
01108_16.2883_39.4709_VariabilityMap_ri.png,16.2883,39.4709,0,0,1
02494_117.6829_-20.4498_VariabilityMap_ri.png,117.6829,-20.4498,0,0,1
01595_354.2100_50.6308_VariabilityMap_ri.png,354.21,50.6308,0,0,1
02087_272.2942_23.3219_VariabilityMap_ri.png,272.2942,23.3219,0,0,1
01721_295.4517_4.8757_VariabilityMap_ri.png,295.4517,4.8757,0,0,1
02002_301.9660_2.0606_VariabilityMap_ri.png,301.966,2.0606,0,0,1
01697_280.2097_-4.6837_VariabilityMap_ri.png,280.2097,-4.6837,0,0,1
02303_297.4548_18.7246_VariabilityMap_ri.png,297.4548,18.7246,0,0,1
02445_97.1192_31.9585_VariabilityMap_ri.png,97.1192,31.9585,0,0,1
01002_248.2026_-29.4077_VariabilityMap_ri.png,248.2026,-29.4077,0,0,1
01028_311.7343_23.0505_VariabilityMap_ri.png,311.7343,23.0505,0,0,1
00858_297.8866_-12.1179_VariabilityMap_ri.png,297.8866,-12.1179,0,0,1
02372_200.9875_27.6424_VariabilityMap_ri.png,200.9875,27.6424,1,0,0
00690_300.2134_-25.0122_VariabilityMap_ri.png,300.2134,-25.0122,0,0,1
01779_252.7894_11.9524_VariabilityMap_ri.png,252.7894,11.9524,0,0,1
01246_95.8098_31.7906_VariabilityMap_ri.png,95.8098,31.7906,0,0,1
02089_311.7099_16.4385_VariabilityMap_ri.png,311.7099,16.4385,0,1,0
02424_304.0664_20.7558_VariabilityMap_ri.png,304.0664,20.7558,0,1,0
02252_254.0491_-29.4627_VariabilityMap_ri.png,254.0491,-29.4627,0,0,1
00669_35.4210_52.0563_VariabilityMap_ri.png,35.421,52.0563,0,1,0
01328_268.7869_9.1483_VariabilityMap_ri.png,268.7869,9.1483,0,0,1
01771_175.4962_-24.1284_VariabilityMap_ri.png,175.4961,-24.1284,0,0,1
02000_108.2861_-23.3689_VariabilityMap_ri.png,108.2861,-23.3689,0,0,1
02456_331.2574_34.3683_VariabilityMap_ri.png,331.2574,34.3683,0,0,1
00781_296.6111_41.6550_VariabilityMap_ri.png,296.6111,41.655,0,0,1
01674_279.4679_34.3014_VariabilityMap_ri.png,279.4679,34.3014,0,0,1
01887_356.5223_32.2921_VariabilityMap_ri.png,356.5222,32.2921,0,0,1
01396_150.7690_44.7268_VariabilityMap_ri.png,150.769,44.7268,0,0,1
02453_340.4256_13.5928_VariabilityMap_ri.png,340.4255,13.5928,0,0,1
02258_346.3517_0.8695_VariabilityMap_ri.png,346.3517,0.8695,0,0,1
00777_69.5619_-12.2875_VariabilityMap_ri.png,69.5619,-12.2875,1,0,0
01659_336.6983_44.9274_VariabilityMap_ri.png,336.6983,44.9274,1,0,0
01616_290.7967_49.5722_VariabilityMap_ri.png,290.7967,49.5722,0,0,1
01877_16.4106_57.1702_VariabilityMap_ri.png,16.4106,57.1702,0,0,1
02093_276.7859_-12.1095_VariabilityMap_ri.png,276.7859,-12.1095,0,0,1
01720_303.3231_1.7905_VariabilityMap_ri.png,303.3231,1.7905,0,0,1
02472_267.9103_-15.6060_VariabilityMap_ri.png,267.9103,-15.606,0,0,1
01479_340.7632_11.1914_VariabilityMap_ri.png,340.7632,11.1914,0,0,1
02214_290.0735_-8.0096_VariabilityMap_ri.png,290.0735,-8.0096,0,0,1
02231_79.1253_51.5465_VariabilityMap_ri.png,79.1253,51.5465,0,0,1
01128_87.8319_35.3712_VariabilityMap_ri.png,87.8319,35.3712,0,0,1
01599_314.1296_-8.5118_VariabilityMap_ri.png,314.1296,-8.5117,0,0,1
02525_303.6784_0.6228_VariabilityMap_ri.png,303.6784,0.6228,0,0,1
02544_80.7064_-8.1818_VariabilityMap_ri.png,80.7064,-8.1818,0,0,1
02158_20.7733_-20.0073_VariabilityMap_ri.png,20.7733,-20.0073,0,1,0
02389_95.3648_42.6203_VariabilityMap_ri.png,95.3648,42.6203,0,0,1
00783_310.2711_21.7649_VariabilityMap_ri.png,310.2711,21.7649,0,0,1
01062_179.5942_68.7652_VariabilityMap_ri.png,179.5942,68.7651,0,0,1
01219_118.3397_-20.9002_VariabilityMap_ri.png,118.3397,-20.9002,0,0,1
01714_111.0506_0.0868_VariabilityMap_ri.png,111.0506,0.0868,0,0,1
01191_247.5343_5.2074_VariabilityMap_ri.png,247.5343,5.2074,0,0,1
01643_104.8716_12.4965_VariabilityMap_ri.png,104.8716,12.4965,0,0,1
01756_90.7676_37.2735_VariabilityMap_ri.png,90.7676,37.2735,0,0,1
00664_301.9517_-25.1851_VariabilityMap_ri.png,301.9517,-25.185,1,0,0
02364_26.2754_63.5948_VariabilityMap_ri.png,26.2754,63.5948,0,0,1
02522_286.9901_-13.4771_VariabilityMap_ri.png,286.9901,-13.4771,0,0,1
02490_282.7461_18.7185_VariabilityMap_ri.png,282.7461,18.7185,0,0,1
02366_90.3653_1.2392_VariabilityMap_ri.png,90.3653,1.2392,0,0,1
02095_85.2836_6.2177_VariabilityMap_ri.png,85.2836,6.2177,0,0,1
02515_255.2573_-21.3602_VariabilityMap_ri.png,255.2573,-21.3602,0,0,1
00629_309.9736_7.5312_VariabilityMap_ri.png,309.9735,7.5312,0,0,1
01104_265.0417_8.2406_VariabilityMap_ri.png,265.0417,8.2406,0,0,1
02054_92.3131_10.2809_VariabilityMap_ri.png,92.3131,10.2809,0,0,1
01063_290.4728_27.3043_VariabilityMap_ri.png,290.4728,27.3043,0,0,1
01373_166.9094_-17.7429_VariabilityMap_ri.png,166.9094,-17.7429,0,1,0
01582_139.5623_-7.6383_VariabilityMap_ri.png,139.5623,-7.6383,0,0,1
02121_309.3592_-4.4585_VariabilityMap_ri.png,309.3592,-4.4585,0,0,1
00951_266.7828_20.5847_VariabilityMap_ri.png,266.7828,20.5847,0,1,0
02374_46.8709_29.7502_VariabilityMap_ri.png,46.8709,29.7502,0,0,1
01917_112.8091_26.1616_VariabilityMap_ri.png,112.8091,26.1616,0,0,1
02315_104.4918_-22.2220_VariabilityMap_ri.png,104.4918,-22.222,0,0,1
01052_104.9410_8.3153_VariabilityMap_ri.png,104.941,8.3153,0,0,1
02458_264.8949_-28.6294_VariabilityMap_ri.png,264.8949,-28.6294,0,0,1
01883_0.2168_40.6061_VariabilityMap_ri.png,0.2168,40.6061,0,0,1
01780_288.4030_31.8496_VariabilityMap_ri.png,288.403,31.8496,0,0,1
02511_246.0916_43.6222_VariabilityMap_ri.png,246.0916,43.6222,0,0,1
02186_125.9684_4.8518_VariabilityMap_ri.png,125.9684,4.8518,0,0,1
01490_64.1024_35.5261_VariabilityMap_ri.png,64.1024,35.5261,0,0,1
00895_348.5019_47.8889_VariabilityMap_ri.png,348.5019,47.8889,0,0,1
01719_195.1176_34.1195_VariabilityMap_ri.png,195.1176,34.1195,0,0,1
01922_242.6683_-21.9893_VariabilityMap_ri.png,242.6683,-21.9893,0,0,1
01303_309.2218_19.7725_VariabilityMap_ri.png,309.2217,19.7725,0,0,1
02014_111.0641_3.1119_VariabilityMap_ri.png,111.0641,3.1119,0,0,1
01506_10.1334_-13.1610_VariabilityMap_ri.png,10.1334,-13.161,0,0,1
00950_4.6449_49.9752_VariabilityMap_ri.png,4.6449,49.9752,1,0,0
02352_268.3190_36.1377_VariabilityMap_ri.png,268.319,36.1377,0,0,1
01451_97.0787_25.4115_VariabilityMap_ri.png,97.0787,25.4115,0,0,1
02321_248.6461_-27.2193_VariabilityMap_ri.png,248.6461,-27.2193,0,0,1
01302_335.4259_44.8917_VariabilityMap_ri.png,335.4259,44.8917,0,0,1
01871_277.7250_-16.3220_VariabilityMap_ri.png,277.725,-16.322,0,0,1
01962_313.5520_-7.4691_VariabilityMap_ri.png,313.552,-7.4691,0,0,1
02357_305.7920_-5.9548_VariabilityMap_ri.png,305.7919,-5.9548,0,0,1
00988_273.6294_-17.8237_VariabilityMap_ri.png,273.6293,-17.8237,0,1,0
02461_234.5903_-24.5631_VariabilityMap_ri.png,234.5903,-24.5631,0,1,0
01874_103.2013_10.2551_VariabilityMap_ri.png,103.2013,10.2551,0,0,1
01453_251.3835_-26.0354_VariabilityMap_ri.png,251.3835,-26.0354,0,1,0
01098_251.5051_-27.5783_VariabilityMap_ri.png,251.5051,-27.5783,0,0,1
01405_78.2694_46.6878_VariabilityMap_ri.png,78.2694,46.6878,0,0,1
01071_194.1693_-1.9128_VariabilityMap_ri.png,194.1693,-1.9128,0,1,0
02326_290.9389_-7.5506_VariabilityMap_ri.png,290.9389,-7.5506,0,0,1
01395_120.9875_29.1151_VariabilityMap_ri.png,120.9875,29.1151,0,0,1
02455_246.4800_78.9070_VariabilityMap_ri.png,246.48,78.907,0,0,1
02104_124.1675_23.6443_VariabilityMap_ri.png,124.1675,23.6443,0,0,1
01573_280.2158_-4.5273_VariabilityMap_ri.png,280.2158,-4.5273,0,0,1
01738_111.7750_87.5722_VariabilityMap_ri.png,111.775,87.5722,0,1,0
01510_99.8666_-20.3809_VariabilityMap_ri.png,99.8666,-20.3809,0,0,1
02510_99.0348_24.0793_VariabilityMap_ri.png,99.0348,24.0793,0,0,1
02022_300.5538_-11.9060_VariabilityMap_ri.png,300.5538,-11.906,0,0,1
00747_256.1356_18.2911_VariabilityMap_ri.png,256.1356,18.2911,0,0,1
01784_308.8245_28.3086_VariabilityMap_ri.png,308.8245,28.3086,0,0,1
01182_120.3193_43.3006_VariabilityMap_ri.png,120.3193,43.3006,0,0,1
01899_298.9138_16.7872_VariabilityMap_ri.png,298.9138,16.7872,0,0,1
02130_24.4201_44.7905_VariabilityMap_ri.png,24.4201,44.7905,0,0,1
01560_295.9789_30.9465_VariabilityMap_ri.png,295.9789,30.9465,0,0,1
01078_298.4562_4.7338_VariabilityMap_ri.png,298.4562,4.7337,1,0,0
00622_230.1106_-25.8857_VariabilityMap_ri.png,230.1106,-25.8857,1,0,0
00948_316.5795_-10.2277_VariabilityMap_ri.png,316.5795,-10.2277,0,0,1
00932_242.2622_-7.1219_VariabilityMap_ri.png,242.2622,-7.1219,1,0,0
01142_105.4036_-23.0227_VariabilityMap_ri.png,105.4036,-23.0227,0,0,1
00877_285.6874_-2.9676_VariabilityMap_ri.png,285.6874,-2.9676,0,1,0
01091_272.8482_21.2944_VariabilityMap_ri.png,272.8482,21.2944,0,0,1
01907_286.0752_-24.0115_VariabilityMap_ri.png,286.0752,-24.0115,0,0,1
01958_299.3373_40.7823_VariabilityMap_ri.png,299.3373,40.7823,0,0,1
00979_316.5812_-24.8879_VariabilityMap_ri.png,316.5812,-24.8878,1,0,0
00606_103.5995_-14.1419_VariabilityMap_ri.png,103.5995,-14.1419,0,0,1
01158_93.8567_34.0478_VariabilityMap_ri.png,93.8567,34.0478,1,0,0
02156_295.8137_13.1776_VariabilityMap_ri.png,295.8137,13.1776,0,1,0
01337_107.3420_6.1259_VariabilityMap_ri.png,107.342,6.1259,0,0,1
02347_290.8118_27.0538_VariabilityMap_ri.png,290.8118,27.0538,0,1,0
01381_7.7803_53.9438_VariabilityMap_ri.png,7.7803,53.9438,0,0,1
01615_306.2359_19.8911_VariabilityMap_ri.png,306.2359,19.8911,0,0,1
02311_253.4531_-26.2392_VariabilityMap_ri.png,253.4531,-26.2392,0,0,1
01704_105.4569_38.2714_VariabilityMap_ri.png,105.4569,38.2714,0,0,1
01300_287.2309_44.7519_VariabilityMap_ri.png,287.2309,44.7519,0,1,0
01180_247.0324_2.8860_VariabilityMap_ri.png,247.0324,2.886,0,0,1
02175_153.0243_43.8502_VariabilityMap_ri.png,153.0243,43.8502,0,0,1
01728_10.4970_40.9556_VariabilityMap_ri.png,10.497,40.9555,0,0,1
01878_98.4470_26.2559_VariabilityMap_ri.png,98.447,26.2559,0,0,1
00836_324.0565_-11.6760_VariabilityMap_ri.png,324.0565,-11.676,0,0,1
01410_283.2849_-14.3927_VariabilityMap_ri.png,283.2849,-14.3927,0,0,1
00899_122.8060_-17.4944_VariabilityMap_ri.png,122.806,-17.4944,1,0,0
02267_348.8465_29.3222_VariabilityMap_ri.png,348.8465,29.3222,0,0,1
02433_281.0539_-4.3104_VariabilityMap_ri.png,281.0539,-4.3103,0,0,1
01604_250.0815_1.8690_VariabilityMap_ri.png,250.0815,1.869,0,0,1
00918_222.6823_32.2580_VariabilityMap_ri.png,222.6823,32.258,0,0,1
02301_280.5694_-3.8831_VariabilityMap_ri.png,280.5693,-3.8831,0,1,0
02142_290.1075_-9.4727_VariabilityMap_ri.png,290.1075,-9.4727,0,1,0
01640_234.6969_-27.3945_VariabilityMap_ri.png,234.6969,-27.3945,0,1,0
01596_79.2741_-26.4889_VariabilityMap_ri.png,79.2741,-26.4889,0,0,1
01075_106.4345_10.5457_VariabilityMap_ri.png,106.4345,10.5457,0,0,1
01015_338.8038_31.7699_VariabilityMap_ri.png,338.8038,31.7699,0,0,1
01484_288.9930_-19.4791_VariabilityMap_ri.png,288.993,-19.4791,0,0,1
02242_300.7850_16.9576_VariabilityMap_ri.png,300.785,16.9576,0,0,1
01957_295.8698_-14.0380_VariabilityMap_ri.png,295.8698,-14.038,0,0,1
00750_26.6370_-11.5609_VariabilityMap_ri.png,26.637,-11.5609,1,0,0
01227_72.8802_41.0691_VariabilityMap_ri.png,72.8802,41.0691,0,0,1
01650_111.4698_31.0372_VariabilityMap_ri.png,111.4698,31.0372,0,0,1
01491_289.1416_-18.7570_VariabilityMap_ri.png,289.1416,-18.757,0,0,1
01915_279.0688_37.8182_VariabilityMap_ri.png,279.0688,37.8182,0,0,1
02431_288.0777_-20.2530_VariabilityMap_ri.png,288.0777,-20.253,0,0,1
01358_82.7366_6.4393_VariabilityMap_ri.png,82.7366,6.4393,0,1,0
02053_279.3620_27.9712_VariabilityMap_ri.png,279.362,27.9712,0,0,1
00946_229.8770_-25.0088_VariabilityMap_ri.png,229.877,-25.0088,1,0,0
01387_285.3990_-18.1147_VariabilityMap_ri.png,285.399,-18.1147,0,0,1
00614_124.7690_3.9155_VariabilityMap_ri.png,124.769,3.9155,0,0,1
01086_100.3917_18.5058_VariabilityMap_ri.png,100.3917,18.5058,0,0,1
01290_5.6566_28.0287_VariabilityMap_ri.png,5.6566,28.0287,0,0,1
01014_250.7544_21.5140_VariabilityMap_ri.png,250.7544,21.514,0,0,1
00815_292.7371_-7.7906_VariabilityMap_ri.png,292.7371,-7.7906,0,0,1
02250_90.2715_-8.9716_VariabilityMap_ri.png,90.2715,-8.9716,0,0,1
01131_104.4172_15.7342_VariabilityMap_ri.png,104.4171,15.7342,0,0,1
01741_359.3377_80.6439_VariabilityMap_ri.png,359.3377,80.6439,0,0,1
01073_253.6467_-26.2420_VariabilityMap_ri.png,253.6467,-26.242,0,0,1
01206_330.7543_47.8798_VariabilityMap_ri.png,330.7543,47.8798,0,0,1
01429_288.4425_36.5274_VariabilityMap_ri.png,288.4425,36.5274,0,0,1
01802_80.7754_-4.7046_VariabilityMap_ri.png,80.7754,-4.7046,0,0,1
01288_98.4036_20.0934_VariabilityMap_ri.png,98.4036,20.0934,0,0,1
00928_351.1483_26.1610_VariabilityMap_ri.png,351.1483,26.161,0,0,1
01600_127.9332_-12.3262_VariabilityMap_ri.png,127.9332,-12.3262,0,0,1
01602_135.1954_24.9105_VariabilityMap_ri.png,135.1954,24.9105,0,0,1
01222_299.0905_60.0812_VariabilityMap_ri.png,299.0905,60.0812,0,0,1
01043_0.8124_2.2493_VariabilityMap_ri.png,0.8124,2.2493,0,0,1
01601_266.2629_16.4234_VariabilityMap_ri.png,266.2629,16.4234,0,0,1
01377_309.7992_17.3285_VariabilityMap_ri.png,309.7992,17.3284,1,0,0
00856_37.3339_62.0618_VariabilityMap_ri.png,37.3339,62.0618,0,0,1
01901_117.3534_10.9922_VariabilityMap_ri.png,117.3534,10.9922,0,1,0
01559_121.5986_20.1088_VariabilityMap_ri.png,121.5986,20.1088,1,0,0
01362_192.9246_3.1947_VariabilityMap_ri.png,192.9246,3.1947,0,0,1
00764_297.4308_-3.8330_VariabilityMap_ri.png,297.4307,-3.833,0,0,1
02016_4.4790_-2.3802_VariabilityMap_ri.png,4.479,-2.3802,0,0,1
02293_223.5009_-4.8443_VariabilityMap_ri.png,223.5009,-4.8442,0,0,1
01129_72.5753_78.2451_VariabilityMap_ri.png,72.5753,78.245,0,0,1
01692_262.1577_8.8839_VariabilityMap_ri.png,262.1577,8.8839,0,0,1
01732_87.6628_59.2720_VariabilityMap_ri.png,87.6628,59.272,0,0,1
01309_136.1328_5.9534_VariabilityMap_ri.png,136.1328,5.9534,0,0,1
01925_123.2858_-7.9165_VariabilityMap_ri.png,123.2858,-7.9165,0,0,1
01656_296.7145_17.8502_VariabilityMap_ri.png,296.7145,17.8502,0,0,1
00967_284.4884_-14.4978_VariabilityMap_ri.png,284.4884,-14.4978,0,0,1
01263_114.4990_-7.7078_VariabilityMap_ri.png,114.499,-7.7078,0,0,1
00883_112.1160_26.1173_VariabilityMap_ri.png,112.116,26.1173,0,0,1
01646_106.4020_-23.8245_VariabilityMap_ri.png,106.402,-23.8245,0,1,0
01447_118.6347_-9.1901_VariabilityMap_ri.png,118.6347,-9.19,0,0,1
01319_239.0901_-15.5279_VariabilityMap_ri.png,239.0901,-15.5279,0,0,1
01468_285.6194_38.0924_VariabilityMap_ri.png,285.6194,38.0924,0,0,1
01859_306.1167_-24.3046_VariabilityMap_ri.png,306.1167,-24.3046,0,0,1
01817_300.9774_18.8295_VariabilityMap_ri.png,300.9774,18.8295,0,0,1
00716_110.4311_-27.2199_VariabilityMap_ri.png,110.4311,-27.2199,0,0,1
01460_283.3265_-1.3409_VariabilityMap_ri.png,283.3265,-1.3409,0,0,1
00939_269.3125_11.2533_VariabilityMap_ri.png,269.3125,11.2533,0,1,0
01854_243.6861_27.6240_VariabilityMap_ri.png,243.6861,27.624,0,0,1
02413_112.8760_-4.6029_VariabilityMap_ri.png,112.876,-4.6029,0,1,0
01911_277.0434_-16.4548_VariabilityMap_ri.png,277.0434,-16.4548,0,1,0
02491_294.0561_-13.8588_VariabilityMap_ri.png,294.0561,-13.8588,0,0,1
02298_274.4669_-22.2772_VariabilityMap_ri.png,274.4669,-22.2772,0,0,1
01415_236.0652_-21.5374_VariabilityMap_ri.png,236.0652,-21.5374,0,0,1
00645_355.8775_4.5994_VariabilityMap_ri.png,355.8775,4.5994,0,1,0
00823_71.2654_77.3798_VariabilityMap_ri.png,71.2654,77.3798,0,0,1
01197_267.9577_-28.1572_VariabilityMap_ri.png,267.9577,-28.1572,0,0,1
00828_20.2639_49.9161_VariabilityMap_ri.png,20.2639,49.9161,0,0,1
01894_239.2239_-26.8522_VariabilityMap_ri.png,239.2239,-26.8522,0,1,0
02178_38.2327_39.1994_VariabilityMap_ri.png,38.2327,39.1994,0,0,1
00717_71.7504_55.6729_VariabilityMap_ri.png,71.7504,55.6729,0,0,1
01913_247.3101_-12.2323_VariabilityMap_ri.png,247.3101,-12.2323,0,0,1
00924_98.1456_-22.3144_VariabilityMap_ri.png,98.1456,-22.3144,0,0,1
01065_287.9250_1.2362_VariabilityMap_ri.png,287.925,1.2362,0,1,0
01256_134.7015_-20.7838_VariabilityMap_ri.png,134.7015,-20.7838,0,0,1
01767_237.9702_-26.5391_VariabilityMap_ri.png,237.9702,-26.5391,0,1,0
01968_293.2691_-19.9178_VariabilityMap_ri.png,293.2691,-19.9178,0,1,0
02513_103.7208_-26.5067_VariabilityMap_ri.png,103.7208,-26.5067,0,0,1
01166_132.4951_57.9555_VariabilityMap_ri.png,132.4951,57.9555,0,0,1
02346_313.9910_8.6971_VariabilityMap_ri.png,313.991,8.6971,0,0,1
00874_234.7834_-2.6286_VariabilityMap_ri.png,234.7834,-2.6286,0,0,1
01739_292.9745_59.4826_VariabilityMap_ri.png,292.9745,59.4826,0,0,1
00860_130.4606_-24.5683_VariabilityMap_ri.png,130.4606,-24.5683,0,0,1
01361_110.0738_3.1704_VariabilityMap_ri.png,110.0738,3.1704,0,0,1
01200_329.9535_46.7755_VariabilityMap_ri.png,329.9535,46.7755,0,0,1
01571_101.8193_3.2809_VariabilityMap_ri.png,101.8193,3.2809,0,0,1
01163_286.4261_-22.7936_VariabilityMap_ri.png,286.4261,-22.7936,0,0,1
02208_98.4377_24.9501_VariabilityMap_ri.png,98.4377,24.9501,0,0,1
02429_350.2577_35.5061_VariabilityMap_ri.png,350.2577,35.5061,0,0,1
01299_135.1817_-20.9503_VariabilityMap_ri.png,135.1817,-20.9503,0,0,1
00666_112.6043_-1.2273_VariabilityMap_ri.png,112.6043,-1.2273,0,0,1
01006_258.4156_33.2669_VariabilityMap_ri.png,258.4156,33.2669,1,0,0
01012_333.4445_-5.8118_VariabilityMap_ri.png,333.4445,-5.8118,1,0,0
01554_162.0670_-11.0208_VariabilityMap_ri.png,162.067,-11.0208,0,0,1
01371_115.3788_68.7249_VariabilityMap_ri.png,115.3788,68.7249,0,0,1
01810_291.9543_-29.7132_VariabilityMap_ri.png,291.9543,-29.7132,0,0,1
01156_4.0829_-17.7550_VariabilityMap_ri.png,4.0829,-17.755,0,0,1
01068_259.8544_27.2270_VariabilityMap_ri.png,259.8544,27.227,0,0,1
01195_314.8818_34.3306_VariabilityMap_ri.png,314.8818,34.3305,0,0,1
01718_111.8278_31.8931_VariabilityMap_ri.png,111.8278,31.8931,0,0,1
02244_111.4563_-4.1304_VariabilityMap_ri.png,111.4563,-4.1304,0,0,1
01463_307.5531_26.8639_VariabilityMap_ri.png,307.553,26.8639,0,0,1
02200_292.8517_-17.1356_VariabilityMap_ri.png,292.8517,-17.1356,0,0,1
01753_71.4523_9.2779_VariabilityMap_ri.png,71.4522,9.2779,0,0,1
02317_48.2229_39.2377_VariabilityMap_ri.png,48.2229,39.2376,1,0,0
00872_340.8155_51.9996_VariabilityMap_ri.png,340.8155,51.9996,0,0,1
01048_290.3997_28.8135_VariabilityMap_ri.png,290.3997,28.8135,0,0,1
00657_144.9556_-27.1535_VariabilityMap_ri.png,144.9556,-27.1535,0,0,1
00981_129.0404_6.9872_VariabilityMap_ri.png,129.0404,6.9872,0,0,1
00818_271.4957_17.5748_VariabilityMap_ri.png,271.4957,17.5748,0,0,1
01123_335.9571_41.5739_VariabilityMap_ri.png,335.9571,41.5739,0,0,1
01669_283.0871_-0.1660_VariabilityMap_ri.png,283.0871,-0.166,0,0,1
01526_117.1680_-1.0614_VariabilityMap_ri.png,117.168,-1.0613,0,0,1
01574_132.9797_9.8097_VariabilityMap_ri.png,132.9797,9.8097,0,0,1
01422_80.1747_3.7732_VariabilityMap_ri.png,80.1747,3.7732,0,0,1
01082_105.7048_53.1150_VariabilityMap_ri.png,105.7048,53.115,0,0,1
00610_128.4731_-7.3519_VariabilityMap_ri.png,128.473,-7.3519,0,0,1
01146_115.7642_51.0914_VariabilityMap_ri.png,115.7642,51.0914,0,0,1
