,filename,RA,DEC,Lens,Unsure,Not_lens,variability_paths
32,01827_300.9519_40.5186_VariabilityMap_ri.png,300.9519,40.5186,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01827_300.9519_40.5186/output/1827_300.9519_40.5186_VariabilityMap_ri_normalized.fits
33,01357_282.8530_-7.0210_VariabilityMap_ri.png,282.853,-7.021,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01357_282.8530_-7.0210/output/1357_282.8530_-7.0210_VariabilityMap_ri_normalized.fits
34,02521_288.3539_10.8410_VariabilityMap_ri.png,288.3539,10.841,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02521_288.3539_10.8410/output/2521_288.3539_10.8410_VariabilityMap_ri_normalized.fits
35,00954_127.5656_-7.3661_VariabilityMap_ri.png,127.5656,-7.3661,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00954_127.5656_-7.3661/output/954_127.5656_-7.3661_VariabilityMap_ri_normalized.fits
36,01864_285.2091_-25.3325_VariabilityMap_ri.png,285.2091,-25.3325,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01864_285.2091_-25.3325/output/1864_285.2091_-25.3325_VariabilityMap_ri_normalized.fits
37,01234_286.7884_26.4294_VariabilityMap_ri.png,286.7884,26.4294,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01234_286.7884_26.4294/output/1234_286.7884_26.4294_VariabilityMap_ri_normalized.fits
38,02003_65.2692_30.4884_VariabilityMap_ri.png,65.2692,30.4884,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02003_65.2692_30.4884/output/2003_65.2692_30.4884_VariabilityMap_ri_normalized.fits
39,01467_275.7624_-14.9637_VariabilityMap_ri.png,275.7624,-14.9637,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01467_275.7624_-14.9637/output/1467_275.7624_-14.9637_VariabilityMap_ri_normalized.fits
40,01386_269.8250_34.9912_VariabilityMap_ri.png,269.825,34.9912,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01386_269.8250_34.9912/output/1386_269.8250_34.9912_VariabilityMap_ri_normalized.fits
41,01919_100.7002_1.7911_VariabilityMap_ri.png,100.7002,1.7911,1,0,0,/mnt/FE867C3B867BF28F/diffpanstarrs3/01919_100.7002_1.7911/output/1919_100.7002_1.7911_VariabilityMap_ri_normalized.fits
42,01743_260.7837_2.3644_VariabilityMap_ri.png,260.7837,2.3644,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01743_260.7837_2.3644/output/1743_260.7837_2.3644_VariabilityMap_ri_normalized.fits
43,01875_61.3230_24.0575_VariabilityMap_ri.png,61.323,24.0575,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01875_61.3230_24.0575/output/1875_61.3230_24.0575_VariabilityMap_ri_normalized.fits
44,02173_127.5073_-27.8839_VariabilityMap_ri.png,127.5073,-27.8839,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02173_127.5073_-27.8839/output/2173_127.5073_-27.8839_VariabilityMap_ri_normalized.fits
45,02057_81.7608_-24.5328_VariabilityMap_ri.png,81.7608,-24.5328,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02057_81.7608_-24.5328/output/2057_81.7608_-24.5328_VariabilityMap_ri_normalized.fits
46,01119_260.0981_-15.9465_VariabilityMap_ri.png,260.0981,-15.9465,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01119_260.0981_-15.9465/output/1119_260.0981_-15.9465_VariabilityMap_ri_normalized.fits
47,01764_274.5257_6.2509_VariabilityMap_ri.png,274.5256,6.2509,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01764_274.5257_6.2509/output/1764_274.5257_6.2509_VariabilityMap_ri_normalized.fits
48,01761_302.8718_-14.4043_VariabilityMap_ri.png,302.8718,-14.4043,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01761_302.8718_-14.4043/output/1761_302.8718_-14.4043_VariabilityMap_ri_normalized.fits
49,01974_311.6357_27.8594_VariabilityMap_ri.png,311.6357,27.8594,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01974_311.6357_27.8594/output/1974_311.6357_27.8594_VariabilityMap_ri_normalized.fits
50,02471_24.8891_35.4362_VariabilityMap_ri.png,24.8891,35.4362,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02471_24.8891_35.4362/output/2471_24.8891_35.4362_VariabilityMap_ri_normalized.fits
51,01473_252.0490_-22.1843_VariabilityMap_ri.png,252.049,-22.1843,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01473_252.0490_-22.1843/output/1473_252.0490_-22.1843_VariabilityMap_ri_normalized.fits
52,00706_273.7457_10.6372_VariabilityMap_ri.png,273.7457,10.6372,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00706_273.7457_10.6372/output/706_273.7457_10.6372_VariabilityMap_ri_normalized.fits
53,00837_332.1922_35.3880_VariabilityMap_ri.png,332.1922,35.388000000000005,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00837_332.1922_35.3880/output/837_332.1922_35.3880_VariabilityMap_ri_normalized.fits
54,01619_338.9400_45.5506_VariabilityMap_ri.png,338.94,45.5506,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01619_338.9400_45.5506/output/1619_338.9400_45.5506_VariabilityMap_ri_normalized.fits
55,00966_123.4864_10.5510_VariabilityMap_ri.png,123.4864,10.550999999999998,1,0,0,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00966_123.4864_10.5510/output/966_123.4864_10.5510_VariabilityMap_ri_normalized.fits
56,01109_97.9093_-12.6348_VariabilityMap_ri.png,97.9093,-12.6348,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01109_97.9093_-12.6348/output/1109_97.9093_-12.6348_VariabilityMap_ri_normalized.fits
57,01271_275.7232_6.0597_VariabilityMap_ri.png,275.7232,6.0597,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01271_275.7232_6.0597/output/1271_275.7232_6.0597_VariabilityMap_ri_normalized.fits
58,01108_16.2883_39.4709_VariabilityMap_ri.png,16.2883,39.4709,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01108_16.2883_39.4709/output/1108_16.2883_39.4709_VariabilityMap_ri_normalized.fits
59,02494_117.6829_-20.4498_VariabilityMap_ri.png,117.6829,-20.4498,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02494_117.6829_-20.4498/output/2494_117.6829_-20.4498_VariabilityMap_ri_normalized.fits
60,01595_354.2100_50.6308_VariabilityMap_ri.png,354.21,50.6308,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01595_354.2100_50.6308/output/1595_354.2100_50.6308_VariabilityMap_ri_normalized.fits
61,02087_272.2942_23.3219_VariabilityMap_ri.png,272.2942,23.3219,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02087_272.2942_23.3219/output/2087_272.2942_23.3219_VariabilityMap_ri_normalized.fits
62,01721_295.4517_4.8757_VariabilityMap_ri.png,295.4517,4.8757,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01721_295.4517_4.8757/output/1721_295.4517_4.8757_VariabilityMap_ri_normalized.fits
63,02002_301.9660_2.0606_VariabilityMap_ri.png,301.966,2.0606,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02002_301.9660_2.0606/output/2002_301.9660_2.0606_VariabilityMap_ri_normalized.fits
64,01697_280.2097_-4.6837_VariabilityMap_ri.png,280.2097,-4.6837,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01697_280.2097_-4.6837/output/1697_280.2097_-4.6837_VariabilityMap_ri_normalized.fits
65,02303_297.4548_18.7246_VariabilityMap_ri.png,297.4548,18.7246,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02303_297.4548_18.7246/output/2303_297.4548_18.7246_VariabilityMap_ri_normalized.fits
66,02445_97.1192_31.9585_VariabilityMap_ri.png,97.1192,31.9585,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02445_97.1192_31.9585/output/2445_97.1192_31.9585_VariabilityMap_ri_normalized.fits
67,01002_248.2026_-29.4077_VariabilityMap_ri.png,248.2026,-29.4077,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01002_248.2026_-29.4077/output/1002_248.2026_-29.4077_VariabilityMap_ri_normalized.fits
68,01028_311.7343_23.0505_VariabilityMap_ri.png,311.7343,23.0505,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01028_311.7343_23.0505/output/1028_311.7343_23.0505_VariabilityMap_ri_normalized.fits
69,00858_297.8866_-12.1179_VariabilityMap_ri.png,297.8866,-12.1179,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00858_297.8866_-12.1179/output/858_297.8866_-12.1179_VariabilityMap_ri_normalized.fits
70,02372_200.9875_27.6424_VariabilityMap_ri.png,200.9875,27.6424,1,0,0,/mnt/FE867C3B867BF28F/diffpanstarrs3/02372_200.9875_27.6424/output/2372_200.9875_27.6424_VariabilityMap_ri_normalized.fits
71,00690_300.2134_-25.0122_VariabilityMap_ri.png,300.2134,-25.0122,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00690_300.2134_-25.0122/output/690_300.2134_-25.0122_VariabilityMap_ri_normalized.fits
72,01779_252.7894_11.9524_VariabilityMap_ri.png,252.7894,11.9524,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01779_252.7894_11.9524/output/1779_252.7894_11.9524_VariabilityMap_ri_normalized.fits
73,01246_95.8098_31.7906_VariabilityMap_ri.png,95.8098,31.7906,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01246_95.8098_31.7906/output/1246_95.8098_31.7906_VariabilityMap_ri_normalized.fits
74,02089_311.7099_16.4385_VariabilityMap_ri.png,311.7099,16.4385,0,1,0,/mnt/FE867C3B867BF28F/diffpanstarrs3/02089_311.7099_16.4385/output/2089_311.7099_16.4385_VariabilityMap_ri_normalized.fits
75,02424_304.0664_20.7558_VariabilityMap_ri.png,304.0664,20.7558,0,1,0,/mnt/FE867C3B867BF28F/diffpanstarrs3/02424_304.0664_20.7558/output/2424_304.0664_20.7558_VariabilityMap_ri_normalized.fits
76,02252_254.0491_-29.4627_VariabilityMap_ri.png,254.0491,-29.4627,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02252_254.0491_-29.4627/output/2252_254.0491_-29.4627_VariabilityMap_ri_normalized.fits
77,00669_35.4210_52.0563_VariabilityMap_ri.png,35.421,52.0563,0,1,0,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00669_35.4210_52.0563/output/669_35.4210_52.0563_VariabilityMap_ri_normalized.fits
78,01328_268.7869_9.1483_VariabilityMap_ri.png,268.7869,9.1483,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01328_268.7869_9.1483/output/1328_268.7869_9.1483_VariabilityMap_ri_normalized.fits
79,01771_175.4962_-24.1284_VariabilityMap_ri.png,175.4961,-24.1284,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01771_175.4962_-24.1284/output/1771_175.4962_-24.1284_VariabilityMap_ri_normalized.fits
80,02000_108.2861_-23.3689_VariabilityMap_ri.png,108.2861,-23.3689,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02000_108.2861_-23.3689/output/2000_108.2861_-23.3689_VariabilityMap_ri_normalized.fits
81,02456_331.2574_34.3683_VariabilityMap_ri.png,331.2574,34.3683,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02456_331.2574_34.3683/output/2456_331.2574_34.3683_VariabilityMap_ri_normalized.fits
82,00781_296.6111_41.6550_VariabilityMap_ri.png,296.6111,41.655,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00781_296.6111_41.6550/output/781_296.6111_41.6550_VariabilityMap_ri_normalized.fits
83,01674_279.4679_34.3014_VariabilityMap_ri.png,279.4679,34.3014,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01674_279.4679_34.3014/output/1674_279.4679_34.3014_VariabilityMap_ri_normalized.fits
84,01887_356.5223_32.2921_VariabilityMap_ri.png,356.5222,32.2921,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01887_356.5223_32.2921/output/1887_356.5223_32.2921_VariabilityMap_ri_normalized.fits
85,01396_150.7690_44.7268_VariabilityMap_ri.png,150.769,44.7268,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01396_150.7690_44.7268/output/1396_150.7690_44.7268_VariabilityMap_ri_normalized.fits
86,02453_340.4256_13.5928_VariabilityMap_ri.png,340.4255,13.5928,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02453_340.4256_13.5928/output/2453_340.4256_13.5928_VariabilityMap_ri_normalized.fits
87,02258_346.3517_0.8695_VariabilityMap_ri.png,346.3517,0.8695,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02258_346.3517_0.8695/output/2258_346.3517_0.8695_VariabilityMap_ri_normalized.fits
88,00777_69.5619_-12.2875_VariabilityMap_ri.png,69.5619,-12.2875,1,0,0,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00777_69.5619_-12.2875/output/777_69.5619_-12.2875_VariabilityMap_ri_normalized.fits
89,01659_336.6983_44.9274_VariabilityMap_ri.png,336.6983,44.9274,1,0,0,/mnt/FE867C3B867BF28F/diffpanstarrs3/01659_336.6983_44.9274/output/1659_336.6983_44.9274_VariabilityMap_ri_normalized.fits
90,01616_290.7967_49.5722_VariabilityMap_ri.png,290.7967,49.5722,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01616_290.7967_49.5722/output/1616_290.7967_49.5722_VariabilityMap_ri_normalized.fits
91,01877_16.4106_57.1702_VariabilityMap_ri.png,16.4106,57.1702,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01877_16.4106_57.1702/output/1877_16.4106_57.1702_VariabilityMap_ri_normalized.fits
92,02093_276.7859_-12.1095_VariabilityMap_ri.png,276.7859,-12.1095,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02093_276.7859_-12.1095/output/2093_276.7859_-12.1095_VariabilityMap_ri_normalized.fits
93,01720_303.3231_1.7905_VariabilityMap_ri.png,303.3231,1.7905,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01720_303.3231_1.7905/output/1720_303.3231_1.7905_VariabilityMap_ri_normalized.fits
94,02472_267.9103_-15.6060_VariabilityMap_ri.png,267.9103,-15.606,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02472_267.9103_-15.6060/output/2472_267.9103_-15.6060_VariabilityMap_ri_normalized.fits
95,01479_340.7632_11.1914_VariabilityMap_ri.png,340.7632,11.1914,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01479_340.7632_11.1914/output/1479_340.7632_11.1914_VariabilityMap_ri_normalized.fits
96,02214_290.0735_-8.0096_VariabilityMap_ri.png,290.0735,-8.0096,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02214_290.0735_-8.0096/output/2214_290.0735_-8.0096_VariabilityMap_ri_normalized.fits
97,02231_79.1253_51.5465_VariabilityMap_ri.png,79.1253,51.5465,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02231_79.1253_51.5465/output/2231_79.1253_51.5465_VariabilityMap_ri_normalized.fits
98,01128_87.8319_35.3712_VariabilityMap_ri.png,87.8319,35.3712,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01128_87.8319_35.3712/output/1128_87.8319_35.3712_VariabilityMap_ri_normalized.fits
99,01599_314.1296_-8.5118_VariabilityMap_ri.png,314.1296,-8.5117,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01599_314.1296_-8.5118/output/1599_314.1296_-8.5118_VariabilityMap_ri_normalized.fits
100,02525_303.6784_0.6228_VariabilityMap_ri.png,303.6784,0.6228,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02525_303.6784_0.6228/output/2525_303.6784_0.6228_VariabilityMap_ri_normalized.fits
101,02544_80.7064_-8.1818_VariabilityMap_ri.png,80.7064,-8.1818,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02544_80.7064_-8.1818/output/2544_80.7064_-8.1818_VariabilityMap_ri_normalized.fits
102,02158_20.7733_-20.0073_VariabilityMap_ri.png,20.7733,-20.0073,0,1,0,/mnt/FE867C3B867BF28F/diffpanstarrs3/02158_20.7733_-20.0073/output/2158_20.7733_-20.0073_VariabilityMap_ri_normalized.fits
103,02389_95.3648_42.6203_VariabilityMap_ri.png,95.3648,42.6203,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02389_95.3648_42.6203/output/2389_95.3648_42.6203_VariabilityMap_ri_normalized.fits
104,00783_310.2711_21.7649_VariabilityMap_ri.png,310.2711,21.7649,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00783_310.2711_21.7649/output/783_310.2711_21.7649_VariabilityMap_ri_normalized.fits
105,01062_179.5942_68.7652_VariabilityMap_ri.png,179.5942,68.7651,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01062_179.5942_68.7652/output/1062_179.5942_68.7652_VariabilityMap_ri_normalized.fits
106,01219_118.3397_-20.9002_VariabilityMap_ri.png,118.3397,-20.9002,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01219_118.3397_-20.9002/output/1219_118.3397_-20.9002_VariabilityMap_ri_normalized.fits
107,01714_111.0506_0.0868_VariabilityMap_ri.png,111.0506,0.0868,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01714_111.0506_0.0868/output/1714_111.0506_0.0868_VariabilityMap_ri_normalized.fits
108,01191_247.5343_5.2074_VariabilityMap_ri.png,247.5343,5.2074,0,0,1,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/01191_247.5343_5.2074/output/1191_247.5343_5.2074_VariabilityMap_ri_normalized.fits
109,01643_104.8716_12.4965_VariabilityMap_ri.png,104.8716,12.4965,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01643_104.8716_12.4965/output/1643_104.8716_12.4965_VariabilityMap_ri_normalized.fits
110,01756_90.7676_37.2735_VariabilityMap_ri.png,90.7676,37.2735,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/01756_90.7676_37.2735/output/1756_90.7676_37.2735_VariabilityMap_ri_normalized.fits
111,00664_301.9517_-25.1851_VariabilityMap_ri.png,301.9517,-25.185,1,0,0,/media/frederic/01CF3B90E9BF6E00/panstarrstrials2/00664_301.9517_-25.1851/output/664_301.9517_-25.1851_VariabilityMap_i_normalized.fits
112,02364_26.2754_63.5948_VariabilityMap_ri.png,26.2754,63.5948,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02364_26.2754_63.5948/output/2364_26.2754_63.5948_VariabilityMap_ri_normalized.fits
113,02522_286.9901_-13.4771_VariabilityMap_ri.png,286.9901,-13.4771,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02522_286.9901_-13.4771/output/2522_286.9901_-13.4771_VariabilityMap_ri_normalized.fits
114,02490_282.7461_18.7185_VariabilityMap_ri.png,282.7461,18.7185,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02490_282.7461_18.7185/output/2490_282.7461_18.7185_VariabilityMap_ri_normalized.fits
115,02366_90.3653_1.2392_VariabilityMap_ri.png,90.3653,1.2392,0,0,1,/mnt/FE867C3B867BF28F/diffpanstarrs3/02366_90.3653_1.2392/output/2366_90.3653_1.2392_VariabilityMap_ri_normalized.fits
